Human/AI, ID, Skill, GameID, LevelID, Seed, Win, Score, Tick
1,4,0,0,3,-886584935,1,40.0,418,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,2,2,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,5,5,0,2,2,2,0,0,0,0,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,
0,3,1,42,3,-1902634994,0,0.0,6,2,1,4,4,1,1,3,
1,3,2,0,1,1543276768,1,62.0,502,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,2,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,2,2,0,2,0,5,5,0,5,0,5,5,0,5,2,5,5,2,5,2,5,5,2,5,0,2,5,2,5,0,5,5,1,0,5,1,5,5,0,1,5,0,0,5,2,0,5,2,5,5,2,5,5,0,5,5,0,2,5,0,2,2,5,2,0,5,5,0,5,5,1,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,0,5,5,0,0,5,5,0,0,0,1,1,1,1,1,1,0,5,5,0,5,0,2,5,5,0,5,5,0,5,0,0,1,1,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0,0,5,0,0,0,5,5,1,1,1,1,1,1,1,0,0,0,0,2,2,5,0,5,5,0,5,5,0,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,2,2,0,0,5,5,0,5,0,5,5,0,5,5,2,5,0,0,5,0,0,0,0,2,0,5,0,0,5,5,0,5,5,0,1,0,0,5,0,5,5,0,5,5,0,0,5,0,5,0,0,5,0,0,0,0,0,0,1,1,1,1,1,5,5,0,5,5,0,0,5,0,0,5,5,0,0,1,2,2,2,2,2,2,2,0,0,0,0,0,1,1,1,1,0,5,0,0,0,5,0,0,0,2,2,2,2,0,0,5,5,0,0,0,0,1,1,1,1,0,0,0,5,0,5,5,0,5,5,2,5,2,2,2,0,0,0,0,1,1,1,5,5,0,0,0,2,2,2,2,2,2,5,5,0,5,0,0,5,0,0,0,0,0,0,0,1,1,1,1,0,5,0,0,5,0,1,1,5,0,0,0,2,0,0,2,2,2,2,5,5,0,0,5,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,5,5,0,5,0,5,5,5,5,0,0,0,0,
0,1,0,77,0,1730703372,0,23.0,442,4,1,5,5,4,2,5,5,2,5,2,1,2,5,4,1,4,5,3,2,2,5,3,2,5,5,5,2,4,4,2,4,2,5,4,3,5,1,1,2,2,4,1,2,2,5,3,1,4,2,4,2,1,2,1,3,2,5,4,2,3,4,3,3,1,2,2,4,1,5,5,5,2,1,2,2,5,2,1,2,4,4,1,1,3,1,2,3,1,1,1,1,4,5,3,3,2,4,4,4,1,5,5,5,2,2,1,4,5,3,4,3,5,2,4,3,2,2,2,1,3,5,4,1,1,2,2,5,5,1,5,4,3,3,5,1,5,1,5,1,5,4,4,5,5,2,2,5,2,3,2,1,5,3,1,1,2,2,2,3,5,2,1,1,5,3,1,3,2,3,1,1,5,5,2,5,1,5,4,3,1,1,1,2,5,5,1,3,4,1,5,2,5,3,4,3,2,5,5,5,1,3,4,3,4,4,4,4,1,1,5,4,2,4,4,3,4,2,4,4,1,4,5,2,1,3,1,5,2,3,5,1,5,1,1,2,5,5,3,5,3,5,2,5,5,5,2,3,3,3,1,5,3,3,2,2,5,5,1,3,5,1,4,1,5,3,3,1,3,4,3,5,1,1,1,5,4,4,4,2,1,4,5,5,4,1,1,1,1,2,5,5,2,1,3,2,4,1,4,5,3,3,2,1,1,2,5,2,4,1,4,2,2,5,5,1,4,5,2,1,1,4,3,2,5,2,2,4,5,4,2,2,5,1,1,2,5,3,4,3,1,3,2,2,4,2,1,2,1,5,3,2,3,4,1,4,1,4,1,1,1,1,4,4,4,4,5,3,5,3,5,2,2,5,5,1,4,3,4,5,4,4,4,3,3,5,5,5,5,5,3,5,5,5,1,4,3,4,2,5,3,2,5,2,2,3,5,4,1,2,5,3,1,2,5,3,3,2,1,5,5,1,4,4,3,2,2,5,5,1,1,1,2,1,5,4,5,5,1,2,2,5,4,
1,2,1,0,4,1264460073,1,42.0,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,2,0,0,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,2,0,2,0,2,0,2,2,2,0,2,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,5,5,0,0,0,0,0,0,0,5,0,0,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,2,2,0,2,0,0,2,0,2,2,0,2,0,2,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,5,5,0,
0,4,2,0,4,-1058117956,1,60.0,373,0,0,0,5,0,0,2,0,5,1,2,0,5,5,0,1,2,1,5,2,0,1,5,0,2,2,2,0,2,0,0,5,5,5,1,5,2,0,0,5,2,1,1,5,0,0,5,2,1,0,1,2,5,0,1,2,0,2,2,1,2,5,1,0,5,1,0,1,2,1,1,0,2,1,1,0,5,2,5,5,0,1,2,5,5,2,2,5,0,1,0,2,0,2,5,1,0,5,0,5,1,1,5,0,2,0,2,2,0,0,1,5,1,5,1,5,1,2,2,0,0,1,1,5,5,5,0,2,0,0,0,2,0,1,0,0,5,0,0,2,0,5,0,0,0,0,0,1,5,1,0,0,2,5,5,2,5,5,1,5,5,2,1,1,5,0,2,0,2,1,2,0,5,5,5,0,5,1,1,2,1,0,2,5,0,5,2,2,2,2,5,2,5,1,2,0,5,5,0,5,1,5,1,2,1,5,2,0,2,5,5,0,0,2,2,0,1,5,2,5,1,0,2,5,0,1,2,0,5,2,2,1,2,0,2,1,2,2,0,2,5,5,0,1,1,5,1,1,2,2,0,5,5,2,0,2,5,5,0,1,2,0,0,1,1,1,0,5,5,2,5,1,0,1,0,1,1,2,2,2,5,2,0,5,0,5,5,5,0,5,2,1,0,5,1,2,0,0,0,2,1,2,2,0,0,1,5,1,2,2,5,2,0,2,1,2,2,1,5,2,0,5,5,5,5,0,0,1,5,0,5,0,2,5,2,1,2,2,0,0,0,2,1,2,1,5,2,5,5,0,2,5,0,0,2,2,2,2,1,0,1,5,2,1,0,5,2,0,0,2,0,0,2,0,
1,2,1,0,2,864264643,1,42.0,648,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,2,2,0,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,2,0,5,0,0,0,0,5,0,0,5,0,0,5,5,0,0,5,0,0,5,0,0,5,5,0,0,0,5,0,0,5,5,0,5,5,0,0,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,2,2,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,
1,0,1,0,4,-1084415963,0,6.0,163,0,0,0,0,2,2,2,2,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2,2,2,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,0,5,0,0,5,0,5,5,0,5,0,0,5,0,0,5,0,5,0,0,5,0,0,5,0,0,5,0,5,5,0,5,0,0,5,0,0,5,0,0,5,0,5,5,0,5,0,
1,4,0,0,1,1879218582,1,40.0,440,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,5,5,0,5,5,5,0,0,0,0,0,0,0,5,5,0,0,0,5,5,0,0,5,5,0,0,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,
1,4,0,42,0,-930265980,0,0.0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,
